name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Conexibacter woesei	191495	S	30	2	32	0.00006
Capillimicrobium parvum	2884022	S	29	2	31	0.00006
Paraconexibacter antarcticus	2949664	S	17	0	17	0.00003
Miltoncostaea marina	2843215	S	12	0	12	0.00002
Miltoncostaea oceani	2843216	S	11	0	11	0.00002
Baekduia sp. 0141_2	2997333	S	19	1	20	0.00004
Baekduia soli	496014	S	16	1	17	0.00003
Oscillatoria nigro-viridis	482564	S	35	28	63	0.00012
Microcoleus vaginatus	119532	S	29	10	39	0.00007
Microcystis aeruginosa	1126	S	15	8	23	0.00004
Prochlorococcus marinus	1219	S	15	6	21	0.00004
Prevotella melaninogenica	28132	S	121927	7980	129907	0.24837
Prevotella histicola	470565	S	26319	796	27115	0.05184
Prevotella veroralis	28137	S	20526	923	21449	0.04101
Prevotella jejuni	1177574	S	9240	756	9996	0.01911
Prevotella intermedia	28131	S	2669	237	2906	0.00556
Prevotella nigrescens	28133	S	2003	276	2279	0.00436
Prevotella denticola	28129	S	1639	202	1841	0.00352
Prevotella sp. oral taxon 299	652716	S	1235	26	1261	0.00241
Prevotella sp. oral taxon 475	712471	S	114	1	115	0.00022
Prevotella sp. E15-22	2937774	S	45	1	46	0.00009
Prevotella sp. Rep29	2691580	S	33	0	33	0.00006
Prevotella sp. E13-17	2913616	S	28	0	28	0.00005
Prevotella sp. E9-3	2913621	S	24	0	24	0.00005
Prevotella sp. E2-28	2913620	S	18	0	18	0.00003
Prevotella sp. E2-25	2913619	S	10	46	56	0.00011
Prevotella scopos	589437	S	1486	142	1628	0.00311
Prevotella oris	28135	S	1391	40	1431	0.00274
Prevotella fusca	589436	S	454	19	473	0.00090
Prevotella corporis	28128	S	186	8	194	0.00037
Prevotella copri	165179	S	165	2	167	0.00032
Prevotella multiformis	282402	S	140	12	152	0.00029
Prevotella dentalis	52227	S	124	5	129	0.00025
Prevotella herbatica	2801997	S	79	0	79	0.00015
Prevotella bryantii	77095	S	79	0	79	0.00015
Prevotella ruminicola	839	S	47	0	47	0.00009
Hoylesella enoeca	76123	S	724	36	760	0.00145
Hoylesella buccalis	28127	S	66	3	69	0.00013
Pseudoprevotella muciniphila	2133944	S	89	0	89	0.00017
Paraprevotella xylaniphila	454155	S	46	3	49	0.00009
Porphyromonas gingivalis	837	S	2369	128	2497	0.00477
Porphyromonas endodontalis	28124	S	1522	53	1575	0.00301
Porphyromonas sp. oral taxon 275	712435	S	1027	3	1030	0.00197
Porphyromonas somerae	322095	S	33	1	34	0.00007
Porphyromonas asaccharolytica	28123	S	32	0	32	0.00006
Porphyromonas crevioricanis	393921	S	23	0	23	0.00004
Porphyromonas cangingivalis	36874	S	22	0	22	0.00004
Bacteroides uniformis	820	S	75	125	200	0.00038
Bacteroides heparinolyticus	28113	S	70	12	82	0.00016
Bacteroides thetaiotaomicron	818	S	57	16	73	0.00014
Bacteroides zoogleoformans	28119	S	56	11	67	0.00013
Bacteroides fragilis	817	S	44	34	78	0.00015
Bacteroides cellulosilyticus	246787	S	43	30	73	0.00014
Bacteroides caccae	47678	S	30	11	41	0.00008
Bacteroides eggerthii	28111	S	28	8	36	0.00007
Bacteroides stercoris	46506	S	27	4	31	0.00006
Bacteroides faecis	674529	S	20	8	28	0.00005
Bacteroides salyersiae	291644	S	19	2	21	0.00004
Bacteroides nordii	291645	S	19	1	20	0.00004
Bacteroides helcogenes	290053	S	18	0	18	0.00003
Bacteroides xylanisolvens	371601	S	18	41	59	0.00011
Bacteroides sp. M10	2763022	S	10	10	20	0.00004
Bacteroides intestinalis	329854	S	15	1	16	0.00003
Bacteroides ovatus	28116	S	12	40	52	0.00010
Phocaeicola vulgatus	821	S	174	117	291	0.00056
Phocaeicola dorei	357276	S	74	51	125	0.00024
Phocaeicola salanitronis	376805	S	28	1	29	0.00006
Phocaeicola coprophilus	387090	S	20	5	25	0.00005
Tannerella forsythia	28112	S	563	36	599	0.00115
Tannerella serpentiformis	712710	S	189	1	190	0.00036
Parabacteroides merdae	46503	S	34	6	40	0.00008
Parabacteroides distasonis	823	S	24	36	60	0.00011
Parabacteroides faecis	1217282	S	10	0	10	0.00002
Alistipes onderdonkii	328813	S	39	8	47	0.00009
Alistipes megaguti	2364787	S	26	1	27	0.00005
Alistipes communis	2585118	S	26	2	28	0.00005
Alistipes finegoldii	214856	S	23	9	32	0.00006
Alistipes shahii	328814	S	23	8	31	0.00006
Alistipes dispar	2585119	S	19	1	20	0.00004
Alistipes senegalensis	1288121	S	14	2	16	0.00003
Alistipes indistinctus	626932	S	13	0	13	0.00002
Alistipes ihumii	1470347	S	10	0	10	0.00002
Muribaculum intestinale	1796646	S	25	1	26	0.00005
Muribaculum gordoncarteri	2530390	S	11	2	13	0.00002
Duncaniella dubosii	2518971	S	11	5	16	0.00003
Sodaliphilus pleomorphus	2606626	S	14	0	14	0.00003
Petrimonas mucosa	1642646	S	16	5	21	0.00004
Barnesiella viscericola	397865	S	30	1	31	0.00006
Coprobacter secundus	1501392	S	14	1	15	0.00003
Odoribacter splanchnicus	28118	S	18	22	40	0.00008
Capnocytophaga gingivalis	1017	S	434	18	452	0.00086
Capnocytophaga sputigena	1019	S	296	32	328	0.00063
Capnocytophaga ochracea	1018	S	96	45	141	0.00027
Capnocytophaga sp. FDAARGOS_737	2545799	S	22	3	25	0.00005
Capnocytophaga sp. oral taxon 878	1316596	S	16	2	18	0.00003
Capnocytophaga sp. oral taxon 323	1705617	S	13	15	28	0.00005
Capnocytophaga haemolytica	45243	S	61	1	62	0.00012
Capnocytophaga endodontalis	2708117	S	40	6	46	0.00009
Capnocytophaga leadbetteri	327575	S	22	3	25	0.00005
Capnocytophaga canimorsus	28188	S	10	1	11	0.00002
Flavobacterium sp. Sr18	935222	S	57	15	72	0.00014
Flavobacterium sp. IMCC36791	3003262	S	29	5	34	0.00007
Flavobacterium sp. F-340	2893886	S	27	10	37	0.00007
Flavobacterium sp. IMCC36793	3003263	S	22	3	25	0.00005
Flavobacterium sp. N1994	2986827	S	21	2	23	0.00004
Flavobacterium sp. N1736	2986823	S	21	9	30	0.00006
Flavobacterium sp. K5-23	2746225	S	20	6	26	0.00005
Flavobacterium sp. IMCC36792	3016339	S	19	5	24	0.00005
Flavobacterium sp. F-70	2893884	S	19	7	26	0.00005
Flavobacterium sp. TR2	2977321	S	18	18	36	0.00007
Flavobacterium sp. CLA17	2724135	S	17	5	22	0.00004
Flavobacterium sp. M31R6	2739062	S	17	5	22	0.00004
Flavobacterium sp. N3904	2986835	S	14	4	18	0.00003
Flavobacterium sp. I3-2	2748319	S	14	13	27	0.00005
Flavobacterium sp. MDT1-60	1979344	S	13	5	18	0.00003
Flavobacterium sp. F-29	2893883	S	13	4	17	0.00003
Flavobacterium sp. N2270	2986831	S	13	3	16	0.00003
Flavobacterium sp. IMCC34774	3003257	S	12	2	14	0.00003
Flavobacterium sp. CECT 9288	2845819	S	12	27	39	0.00007
Flavobacterium sp. KBS0721	1179672	S	12	8	20	0.00004
Flavobacterium sp. N2038	2986829	S	11	6	17	0.00003
Flavobacterium sp. IMCC34518	3003623	S	11	3	14	0.00003
Flavobacterium sp. 140616W15	2478552	S	11	3	14	0.00003
Flavobacterium sp. N2820	2986834	S	10	2	12	0.00002
Flavobacterium sp. CJ74	2294119	S	10	0	10	0.00002
Flavobacterium sangjuense	2518177	S	33	3	36	0.00007
Flavobacterium nackdongense	2547394	S	25	3	28	0.00005
Flavobacterium psychrophilum	96345	S	21	28	49	0.00009
Flavobacterium gilvum	1492737	S	18	3	21	0.00004
Flavobacterium commune	1306519	S	17	3	20	0.00004
Flavobacterium ammoniigenes	1751095	S	14	5	19	0.00004
Flavobacterium ammonificans	1751056	S	14	5	19	0.00004
Flavobacterium cyclinae	2895947	S	13	6	19	0.00004
Flavobacterium azooxidireducens	1871076	S	13	1	14	0.00003
Flavobacterium crocinum	2183896	S	12	6	18	0.00003
Flavobacterium channae	2897181	S	11	7	18	0.00003
Flavobacterium bizetiae	2704140	S	11	9	20	0.00004
Flavobacterium anhuiense	459526	S	10	9	19	0.00004
Flavobacterium arcticum	1784713	S	10	1	11	0.00002
Chryseobacterium indologenes	253	S	13	40	53	0.00010
Kaistella jeonii	266749	S	16	2	18	0.00003
Kaistella carnis	1241979	S	11	8	19	0.00004
Epilithonimonas vandammei	2487072	S	12	18	30	0.00006
Blattabacterium cuenoti	1653831	S	23	4	27	0.00005
Hymenobacter sp. PAMC 26628	1484118	S	14	18	32	0.00006
Hymenobacter sp. 5317J-9	2932250	S	11	24	35	0.00007
Hymenobacter psoromatis	1484116	S	17	7	24	0.00005
Spirosoma sp. KCTC 42546	2520506	S	12	0	12	0.00002
Spirosoma pollinicola	2057025	S	19	0	19	0.00004
Spirosoma endbachense	2666025	S	19	3	22	0.00004
Spirosoma radiotolerans	1379870	S	17	1	18	0.00003
Cytophaga hutchinsonii	985	S	20	4	24	0.00005
Tellurirhabdus rosea	2674997	S	15	4	19	0.00004
Dyadobacter sp. CY22	2909339	S	13	3	16	0.00003
Dyadobacter fermentans	94254	S	12	1	13	0.00002
Runella slithyformis	106	S	13	1	14	0.00003
Chryseolinea soli	2321403	S	12	0	12	0.00002
Bernardetia litoralis	999	S	11	0	11	0.00002
Mucilaginibacter sp. 14171R-50	2703789	S	14	0	14	0.00003
Mucilaginibacter sp. 21P	2778902	S	12	0	12	0.00002
Mucilaginibacter sp. SMC90	2929803	S	11	0	11	0.00002
Mucilaginibacter mallensis	652787	S	18	0	18	0.00003
Mucilaginibacter mali	2740462	S	17	0	17	0.00003
Mucilaginibacter jinjuensis	1176721	S	13	0	13	0.00002
Mucilaginibacter ginsenosidivorans	398053	S	12	0	12	0.00002
Mucilaginibacter gotjawali	1550579	S	12	0	12	0.00002
Mucilaginibacter paludis	423351	S	10	0	10	0.00002
Mucilaginibacter gossypii	551996	S	10	27	37	0.00007
Mucilaginibacter ginsenosidivorax	862126	S	10	0	10	0.00002
Mucilaginibacter celer	2305508	S	10	0	10	0.00002
Pedobacter sp. D749	2856523	S	32	6	38	0.00007
Pedobacter sp. KBS0701	2578106	S	14	2	16	0.00003
Pedobacter cryoconitis	188932	S	43	3	46	0.00009
Pedobacter riviphilus	2766984	S	15	2	17	0.00003
Pedobacter roseus	336820	S	10	2	12	0.00002
Sphingobacterium sp. ML3W	1538644	S	18	16	34	0.00007
Sphingobacterium sp. SRCM116780	2907623	S	10	6	16	0.00003
Chitinophaga sp. R8	2920382	S	11	2	13	0.00002
Chitinophaga sp. HK235	2952571	S	11	3	14	0.00003
Chitinophaga oryzae	2725414	S	11	2	13	0.00002
Panacibacter ginsenosidivorans	1813871	S	48	2	50	0.00010
Ferruginibacter lapsinanis	563172	S	20	2	22	0.00004
Ferruginibacter albus	2875540	S	16	2	18	0.00003
Flavisolibacter tropicus	1492898	S	12	2	14	0.00003
Flavihumibacter fluminis (ex Park et al. 2022)	2838157	S	12	0	12	0.00002
Filimonas lacunae	477680	S	17	3	20	0.00004
Lacibacter sp. S13-6-22	2760713	S	17	1	18	0.00003
Pseudobacter ginsenosidimutans	661488	S	14	2	16	0.00003
Paraflavitalea soli	2315862	S	12	1	13	0.00002
Niastella koreensis	354356	S	11	2	13	0.00002
Pseudocnuella soli	2502779	S	11	2	13	0.00002
Rhodocaloribacter litoris	2558931	S	12	0	12	0.00002
Rhodothermus marinus	29549	S	10	0	10	0.00002
Gemmatimonas groenlandica	2732249	S	16	2	18	0.00003
Gemmatirosa kalamazoonensis	861299	S	30	1	31	0.00006
Vibrio kanaloae	170673	S	3726	1274	5000	0.00956
Vibrio plantisponsor	664643	S	2005	123	2128	0.00407
Vibrio diabolicus	50719	S	28	58	86	0.00016
Vibrio parahaemolyticus	670	S	36	8	44	0.00008
Vibrio alginolyticus	663	S	26	94	120	0.00023
Vibrio toranzoniae	1194427	S	147	55	202	0.00039
Vibrio cholerae	666	S	92	71	163	0.00031
Vibrio ziniensis	2711221	S	85	4	89	0.00017
Vibrio splendidus	29497	S	39	28	67	0.00013
Vibrio crassostreae	246167	S	38	18	56	0.00011
Vibrio cyclitrophicus	47951	S	24	11	35	0.00007
Vibrio vulnificus	672	S	17	1	18	0.00003
Vibrio gallaecicus	552386	S	17	1	18	0.00003
Vibrio anguillarum	55601	S	17	17	34	0.00007
Vibrio coralliirubri	1516159	S	16	9	25	0.00005
Vibrio celticus	446372	S	15	9	24	0.00005
Vibrio fluvialis	676	S	15	11	26	0.00005
Vibrio chagasii	170679	S	11	1	12	0.00002
Vibrio gigantis	296199	S	10	2	12	0.00002
Vibrio pelagius	28169	S	10	1	11	0.00002
Vibrio artabrorum	446374	S	10	1	11	0.00002
Haemophilus parainfluenzae	729	S	5292	387	5679	0.01086
Haemophilus parahaemolyticus	735	S	811	32	843	0.00161
Haemophilus influenzae	727	S	80	60	140	0.00027
Haemophilus haemolyticus	726	S	62	6	68	0.00013
Haemophilus sp. oral taxon 036	712310	S	20	2	22	0.00004
Haemophilus pittmaniae	249188	S	11	0	11	0.00002
Aggregatibacter sp. 2125159857	2820817	S	183	17	200	0.00038
Aggregatibacter sp. Marseille-P9115	2866570	S	28	5	33	0.00006
Aggregatibacter sp. oral taxon 513	712150	S	24	5	29	0.00006
Aggregatibacter aphrophilus	732	S	34	2	36	0.00007
Aggregatibacter segnis	739	S	19	3	22	0.00004
Pasteurella multocida	747	S	25	55	80	0.00015
Pseudoalteromonas prydzensis	182141	S	2362	106	2468	0.00472
Pseudoalteromonas rhizosphaerae	2518973	S	642	53	695	0.00133
Pseudoalteromonas sp. KAN5	2916633	S	45	95	140	0.00027
Pseudoalteromonas sp. SiA1	2839744	S	17	73	90	0.00017
Pseudoalteromonas sp. SCSIO 43095	2894202	S	15	12	27	0.00005
Pseudoalteromonas sp. DL-6	1390185	S	11	6	17	0.00003
Pseudoalteromonas sp. SCSIO 43101	2822847	S	10	2	12	0.00002
Pseudoalteromonas mariniglutinosa	206042	S	88	103	191	0.00037
Pseudoalteromonas aliena	247523	S	39	3	42	0.00008
Pseudoalteromonas nigrifaciens	28109	S	26	44	70	0.00013
Pseudoalteromonas arctica	394751	S	18	4	22	0.00004
Pseudoalteromonas carrageenovora	227	S	15	1	16	0.00003
Pseudoalteromonas espejiana	28107	S	12	0	12	0.00002
Pseudoalteromonas rubra	43658	S	11	0	11	0.00002
Pseudoalteromonas translucida	166935	S	11	6	17	0.00003
Idiomarina loihiensis	135577	S	81	9	90	0.00017
Alteromonas macleodii	28108	S	11	3	14	0.00003
Pseudomonas sp. OE 28.3	2745519	S	16	81	97	0.00019
Pseudomonas sp. C27(2019)	2604941	S	10	0	10	0.00002
Pseudomonas sp. KNUC1026	2893890	S	10	3	13	0.00002
Pseudomonas fluorescens	294	S	91	72	163	0.00031
Pseudomonas veronii	76761	S	16	45	61	0.00012
Pseudomonas aeruginosa	287	S	36	234	270	0.00052
Pseudomonas citronellolis	53408	S	17	15	32	0.00006
Pseudomonas putida	303	S	55	64	119	0.00023
Pseudomonas fulva	47880	S	10	11	21	0.00004
Pseudomonas syringae	317	S	14	31	45	0.00009
Pseudomonas sessilinigenes	658629	S	44	118	162	0.00031
Pseudomonas chlororaphis	587753	S	22	23	45	0.00009
Pseudomonas fragi	296	S	17	7	24	0.00005
Pseudomonas taetrolens	47884	S	15	0	15	0.00003
Pseudomonas knackmussii	65741	S	14	5	19	0.00004
Pseudomonas pohangensis	364197	S	13	0	13	0.00002
Pseudomonas psychrotolerans	237610	S	10	1	11	0.00002
Stutzerimonas stutzeri	316	S	22	13	35	0.00007
Halopseudomonas litoralis	797277	S	10	1	11	0.00002
Denitrificimonas caeni	521720	S	16	1	17	0.00003
Lysobacter enzymogenes	69	S	52	16	68	0.00013
Lysobacter capsici	435897	S	18	33	51	0.00010
Lysobacter antibioticus	84531	S	14	2	16	0.00003
Lysobacter oculi	2698682	S	13	2	15	0.00003
Lysobacter solisilvae	2763317	S	12	1	13	0.00002
Lysobacter alkalisoli	2591633	S	10	1	11	0.00002
Xanthomonas translucens	343	S	106	76	182	0.00035
Xanthomonas sacchari	56458	S	19	7	26	0.00005
Xanthomonas campestris	339	S	19	10	29	0.00006
Stenotrophomonas maltophilia	40324	S	76	78	154	0.00029
Stenotrophomonas rhizophila	216778	S	12	2	14	0.00003
Thermomonas carbonis	1463158	S	36	6	42	0.00008
Thermomonas sp. HDW16	2714945	S	15	3	18	0.00003
Thermomonas sp. XSG	2771436	S	10	4	14	0.00003
Thermomonas aquatica	2202149	S	16	7	23	0.00004
Luteimonas sp. JM171	1896164	S	16	3	19	0.00004
Luteimonas sp. MC1572	2799325	S	11	7	18	0.00003
Pseudoxanthomonas suwonensis	314722	S	13	12	25	0.00005
Arenimonas daejeonensis	370777	S	14	4	18	0.00003
Rhodanobacter thiooxydans	416169	S	11	10	21	0.00004
Frateuria edaphi	2898793	S	11	9	20	0.00004
Acinetobacter sp. TTH0-4	1646498	S	42	15	57	0.00011
Acinetobacter sp. CS-2	2798861	S	26	21	47	0.00009
Acinetobacter sp. TGL-Y2	1407071	S	15	1	16	0.00003
Acinetobacter sp. F9	2853158	S	11	23	34	0.00007
Acinetobacter baumannii	470	S	22	122	144	0.00028
Acinetobacter junii	40215	S	38	9	47	0.00009
Acinetobacter johnsonii	40214	S	34	33	67	0.00013
Acinetobacter pseudolwoffii	2053287	S	32	39	71	0.00014
Acinetobacter lwoffii	28090	S	24	32	56	0.00011
Acinetobacter indicus	756892	S	14	4	18	0.00003
Acinetobacter piscicola	2006115	S	11	3	14	0.00003
Acinetobacter wuhouensis	1879050	S	10	3	13	0.00002
Acinetobacter larvae	1789224	S	10	0	10	0.00002
Psychrobacter sp. DAB_AL43B	1028416	S	38	1	39	0.00007
Psychrobacter sp. WY6	2708350	S	19	18	37	0.00007
Psychrobacter sp. P11F6	1699621	S	18	18	36	0.00007
Psychrobacter sp. G	571800	S	13	34	47	0.00009
Psychrobacter urativorans	45610	S	18	0	18	0.00003
Psychrobacter arcticus	334543	S	16	1	17	0.00003
Psychrobacter cryohalolentis	330922	S	11	16	27	0.00005
Moraxella osloensis	34062	S	36	7	43	0.00008
Klebsiella pneumoniae	573	S	37	351	388	0.00074
Enterobacter hormaechei	158836	S	21	103	124	0.00024
Escherichia coli	562	S	19	73	92	0.00018
Salmonella enterica	28901	S	15	185	200	0.00038
Shigella flexneri	623	S	16	137	153	0.00029
Serratia marcescens	615	S	16	35	51	0.00010
Rahnella aquatilis	34038	S	11	7	18	0.00003
Pantoea agglomerans	549	S	11	7	18	0.00003
Pantoea dispersa	59814	S	10	2	12	0.00002
Buchnera aphidicola	9	S	15	3	18	0.00003
Morganella morganii	582	S	18	6	24	0.00005
Halomonas sp. XH26	2557993	S	14	72	86	0.00016
Halomonas campaniensis	213554	S	11	42	53	0.00010
Halomonas alkaliphila	272774	S	10	31	41	0.00008
Aeromonas media	651	S	25	35	60	0.00011
Aeromonas salmonicida	645	S	19	27	46	0.00009
Cardiobacterium hominis	2718	S	101	3	104	0.00020
Cardiobacterium sp. Marseille-Q4385	2866573	S	12	0	12	0.00002
Legionella pneumophila	446	S	12	9	21	0.00004
Solimonas sp. K1W22B-7	2303331	S	17	0	17	0.00003
Neisseria sicca	490	S	2325	447	2772	0.00530
Neisseria subflava	28449	S	1795	277	2072	0.00396
Neisseria mucosa	488	S	1760	533	2293	0.00438
Neisseria sp. oral taxon 014	641148	S	1424	105	1529	0.00292
Neisseria sp. ZJ106	2912188	S	23	0	23	0.00004
Neisseria sp. KEM232	655307	S	15	0	15	0.00003
Neisseria sp. ZJ785	2709396	S	12	0	12	0.00002
Neisseria flavescens	484	S	1199	222	1421	0.00272
Neisseria macacae	496	S	463	148	611	0.00117
Neisseria meningitidis	487	S	386	382	768	0.00147
Neisseria elongata	495	S	277	21	298	0.00057
Neisseria lactamica	486	S	111	37	148	0.00028
Neisseria cinerea	483	S	103	13	116	0.00022
Neisseria gonorrhoeae	485	S	62	15	77	0.00015
Neisseria brasiliensis	2666100	S	15	2	17	0.00003
Neisseria dentiae	194197	S	14	0	14	0.00003
Neisseria bacilliformis	267212	S	13	0	13	0.00002
Neisseria animalis	492	S	13	0	13	0.00002
Neisseria weaveri	28091	S	12	0	12	0.00002
Neisseria zalophi	640030	S	12	0	12	0.00002
Neisseria musculi	1815583	S	11	0	11	0.00002
Neisseria chenwenguii	1853278	S	11	0	11	0.00002
Morococcus cerebrosus	1056807	S	100	40	140	0.00027
Kingella oralis	505	S	46	1	47	0.00009
Kingella denitrificans	502	S	17	1	18	0.00003
Eikenella corrodens	539	S	37	1	38	0.00007
Aquaspirillum sp. LM1	1938604	S	79	10	89	0.00017
Acidovorax sp. KKS102	358220	S	47	28	75	0.00014
Acidovorax sp. T1	1858609	S	45	101	146	0.00028
Acidovorax sp. RAC01	1842533	S	37	16	53	0.00010
Acidovorax sp. 1608163	2478662	S	35	6	41	0.00008
Acidovorax sp. JMULE5	2518343	S	34	9	43	0.00008
Acidovorax sp. YS12	2738413	S	16	10	26	0.00005
Acidovorax sp. HDW3	2714923	S	11	4	15	0.00003
Acidovorax sp. NCPPB 2350	2940487	S	11	2	13	0.00002
Acidovorax sp. GBBC 1281	2940492	S	11	9	20	0.00004
Acidovorax sp. 5MLIR	2949090	S	11	2	13	0.00002
Acidovorax carolinensis	553814	S	81	77	158	0.00030
Acidovorax temperans	80878	S	50	59	109	0.00021
Acidovorax radicis	758826	S	39	5	44	0.00008
Acidovorax avenae	80867	S	26	39	65	0.00012
Acidovorax monticola	1926868	S	14	4	18	0.00003
Acidovorax antarcticus	2743470	S	14	7	21	0.00004
Variovorax sp. PAMC 28711	1795631	S	25	2	27	0.00005
Variovorax sp. WDL1	207745	S	23	28	51	0.00010
Variovorax sp. RKNM96	2681552	S	22	9	31	0.00006
Variovorax sp. HW608	1034889	S	21	2	23	0.00004
Variovorax sp. PBL-H6	434009	S	18	29	47	0.00009
Variovorax sp. PAMC28562	2762323	S	18	0	18	0.00003
Variovorax sp. PBS-H4	434008	S	17	9	26	0.00005
Variovorax sp. RA8	662548	S	14	8	22	0.00004
Variovorax sp. PAMC26660	2762322	S	11	2	13	0.00002
Variovorax sp. SRS16	282217	S	10	28	38	0.00007
Variovorax paradoxus	34073	S	87	46	133	0.00025
Variovorax boronicumulans	436515	S	15	14	29	0.00006
Rhodoferax sp. AJA081-3	2752316	S	64	3	67	0.00013
Rhodoferax sp. PAMC 29310	2822760	S	43	4	47	0.00009
Rhodoferax sp. MIZ03	2798804	S	30	1	31	0.00006
Rhodoferax sp. BAB1	2741720	S	20	4	24	0.00005
Rhodoferax saidenbachensis	1484693	S	49	4	53	0.00010
Rhodoferax koreense	1842727	S	42	13	55	0.00011
Rhodoferax antarcticus	81479	S	32	1	33	0.00006
Rhodoferax sediminis	2509614	S	31	3	34	0.00007
Rhodoferax ferrireducens	192843	S	29	1	30	0.00006
Rhodoferax aquaticus	2527691	S	25	2	27	0.00005
Polaromonas naphthalenivorans	216465	S	144	17	161	0.00031
Polaromonas sp. JS666	296591	S	49	61	110	0.00021
Polaromonas vacuolata	37448	S	22	3	25	0.00005
Hydrogenophaga sp. RAC07	1842537	S	24	6	30	0.00006
Hydrogenophaga sp. PBL-H3	434010	S	23	20	43	0.00008
Hydrogenophaga sp. SL48	2806347	S	23	7	30	0.00006
Hydrogenophaga sp. PAMC20947	2565558	S	20	1	21	0.00004
Hydrogenophaga sp. PBC	795665	S	16	8	24	0.00005
Hydrogenophaga sp. BPS33	2651974	S	16	7	23	0.00004
Hydrogenophaga sp. YM1	2806262	S	14	6	20	0.00004
Hydrogenophaga taeniospiralis	65656	S	26	16	42	0.00008
Hydrogenophaga crassostreae	1763535	S	21	1	22	0.00004
Hydrogenophaga crocea	2716225	S	16	11	27	0.00005
Comamonas aquatica	225991	S	39	26	65	0.00012
Comamonas sp. Y33R10-2	2853257	S	10	9	19	0.00004
Comamonas kerstersii	225992	S	20	4	24	0.00005
Comamonas odontotermitis	379895	S	20	2	22	0.00004
Comamonas serinivorans	1082851	S	16	2	18	0.00003
Comamonas piscis	1562974	S	16	2	18	0.00003
Comamonas testosteroni	285	S	13	36	49	0.00009
Comamonas thiooxydans	363952	S	12	24	36	0.00007
Diaphorobacter sp. HDW4B	2714925	S	12	7	19	0.00004
Diaphorobacter sp. HDW4A	2714924	S	11	11	22	0.00004
Diaphorobacter aerolatus	1288495	S	13	23	36	0.00007
Ramlibacter tataouinensis	94132	S	67	12	79	0.00015
Delftia acidovorans	80866	S	13	24	37	0.00007
Delftia tsuruhatensis	180282	S	13	34	47	0.00009
Ottowia oryzae	2109914	S	20	2	22	0.00004
Ottowia sp. oral taxon 894	1658672	S	14	1	15	0.00003
Ottowia testudinis	2816950	S	11	1	12	0.00002
Kinneretia sp. DAIF2	2714952	S	31	6	37	0.00007
Melaminivora suipulveris	2109913	S	21	11	32	0.00006
Melaminivora jejuensis	1267217	S	15	5	20	0.00004
Limnohabitans sp. 63ED37-2	1678128	S	26	2	28	0.00005
Limnohabitans sp. 103DPR2	1678129	S	10	0	10	0.00002
Curvibacter sp. AEP1-3	1844971	S	32	1	33	0.00006
Simplicispira suum	2109915	S	28	8	36	0.00007
Hylemonella gracilis	80880	S	23	2	25	0.00005
Verminephrobacter eiseniae	364317	S	21	1	22	0.00004
Alicycliphilus denitrificans	179636	S	22	56	78	0.00015
Pulveribacter suum	2116657	S	18	7	25	0.00005
Lautropia mirabilis	47671	S	1538	120	1658	0.00317
Burkholderia multivorans	87883	S	23	6	29	0.00006
Burkholderia ubonensis	101571	S	23	18	41	0.00008
Burkholderia cepacia	292	S	15	25	40	0.00008
Burkholderia contaminans	488447	S	11	8	19	0.00004
Burkholderia cenocepacia	95486	S	10	43	53	0.00010
Burkholderia pseudomallei	28450	S	11	114	125	0.00024
Burkholderia gladioli	28095	S	16	1	17	0.00003
Cupriavidus taiwanensis	164546	S	40	41	81	0.00015
Cupriavidus pauculus	82633	S	28	11	39	0.00007
Cupriavidus basilensis	68895	S	19	11	30	0.00006
Cupriavidus necator	106590	S	18	20	38	0.00007
Cupriavidus campinensis	151783	S	15	5	20	0.00004
Cupriavidus oxalaticus	96344	S	13	5	18	0.00003
Paraburkholderia caribensis	75105	S	16	10	26	0.00005
Paraburkholderia phenoliruptrix	252970	S	14	6	20	0.00004
Paraburkholderia acidiphila	2571747	S	11	1	12	0.00002
Paraburkholderia aromaticivorans	2026199	S	11	5	16	0.00003
Paraburkholderia xenovorans	36873	S	10	10	20	0.00004
Paraburkholderia pallida	2547399	S	10	1	11	0.00002
Paraburkholderia fungorum	134537	S	10	3	13	0.00002
Paraburkholderia tropica	92647	S	10	1	11	0.00002
Polynucleobacter sp. AP-Ainpum-60-G11	2576926	S	10	13	23	0.00004
Polynucleobacter necessarius	576610	S	11	4	15	0.00003
Polynucleobacter asymbioticus	576611	S	10	4	14	0.00003
Ralstonia solanacearum	305	S	29	47	76	0.00015
Caballeronia insecticola	758793	S	11	0	11	0.00002
Ephemeroptericola cinctiostellae	2268024	S	13	0	13	0.00002
Massilia sp. HC52	2852099	S	44	22	66	0.00013
Massilia sp. LPB0304	2769491	S	24	14	38	0.00007
Massilia sp. WG5	1707785	S	19	12	31	0.00006
Massilia sp. PAMC28688	2861283	S	18	4	22	0.00004
Massilia sp. DM-R-R2A-13	2899220	S	15	5	20	0.00004
Massilia sp. H6	2970464	S	14	4	18	0.00003
Massilia sp. NP310	2861282	S	12	11	23	0.00004
Massilia violaceinigra	2045208	S	67	16	83	0.00016
Massilia putida	1141883	S	29	9	38	0.00007
Massilia antarctica	2765360	S	26	9	35	0.00007
Massilia forsythiae	2728020	S	23	4	27	0.00005
Massilia oculi	945844	S	15	9	24	0.00005
